id,name,longitude,latitude,live,avg,cityID,stateID
site_5024,"Alipur, Delhi - DPCC",77.153010,28.815329,True,205.0,Delhi,Delhi
site_301,"Anand Vihar, Delhi - DPCC",77.316032,28.646835,True,189.0,Delhi,Delhi
site_1420,"Ashok Vihar, Delhi - DPCC",77.181665,28.695381,True,207.0,Delhi,Delhi
site_108,"Aya Nagar, Delhi - IMD",77.1099364,28.4706914,True,191.0,Delhi,Delhi
site_1560,"Bawana, Delhi - DPCC",77.051074,28.776200,True,244.0,Delhi,Delhi
site_103,"CRRI Mathura Road, Delhi - IMD",77.2735737,28.5512005,True,181.0,Delhi,Delhi
site_118,"DTU, Delhi - CPCB",77.1112615,28.7500499,True,239.0,Delhi,Delhi
site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",77.264840,28.498571,True,148.0,Delhi,Delhi
site_1422,"Dwarka-Sector 8, Delhi - DPCC ",77.0719006,28.5710274,True,192.0,Delhi,Delhi
site_106,"IGI Airport (T3), Delhi - IMD",77.1180053,28.5627763,True,158.0,Delhi,Delhi
site_114,"IHBAS, Dilshad Garden, Delhi - CPCB",77.3025234,28.6811736,True,195.0,Delhi,Delhi
site_117,"ITO, Delhi - CPCB",77.241060,28.628624,False,,Delhi,Delhi
site_1423,"Jahangirpuri, Delhi - DPCC",77.170633,28.732820,True,226.0,Delhi,Delhi
site_1424,"Jawaharlal Nehru Stadium, Delhi - DPCC",77.233829,28.580280,True,159.0,Delhi,Delhi
